"Path","IsFileOrDirectory","GitTracked","GitIgnored","GitStatus","TopLevelItem","FileCount","SizeBytes","ContainsGitMetadata","ContainsPackageManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ContainsCacheArtifacts","ContainsArchiveMaterial","ContainsDocs","ContainsSource","ContainsCIOrWorkflow","ContainsAgentInstructions","ContainsGovernanceMaterial","ImportReferencesCount","TestReferencesCount","CIReferencesCount","DocReferencesCount","ConfigReferencesCount","EvidenceCommandsUsed","Classification","ResponsibilityArea","LifecycleStatus","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationRequired","OwnerApprovalRequired","Confidence","Reason","PhysicalExists"
"T:\Project-AI-main\web","Directory","True","False","TRACKED","web","153","N/A","False","True","False","True","False","False","False","False","False","True","True","False","False","False","20","21","41","288","14","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- web or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'web'; git ls-files -- 'web/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'web' + LASTEXITCODE; Test-Path -LiteralPath '.\web'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\whitepaper","Directory","True","False","TRACKED","whitepaper","1","N/A","False","False","False","False","False","False","False","False","False","True","False","False","False","False","0","0","0","32","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- whitepaper or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'whitepaper'; git ls-files -- 'whitepaper/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'whitepaper' + LASTEXITCODE; Test-Path -LiteralPath '.\whitepaper'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\wiki","Directory","True","False","TRACKED","wiki","191","N/A","False","False","False","True","False","True","True","True","False","True","True","False","True","True","0","2","4","117","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_DOC","Active documentation","DOCUMENTATION","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- wiki or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","MEDIUM","Active docs per BOUNDARY_AUDIT and RESPONSIBILITY_RECOVERY_AUDIT | Commands: git ls-files --error-unmatch -- 'wiki'; git ls-files -- 'wiki/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'wiki' + LASTEXITCODE; Test-Path -LiteralPath '.\wiki'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\writer-reviewer-workflow","Directory","True","False","TRACKED","writer-reviewer-workflow","8","N/A","False","True","False","True","False","False","False","False","False","True","True","True","True","False","0","0","0","0","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- writer-reviewer-workflow or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'writer-reviewer-workflow'; git ls-files -- 'writer-reviewer-workflow/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'writer-reviewer-workflow' + LASTEXITCODE; Test-Path -LiteralPath '.\writer-reviewer-workflow'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.bandit","File","True","False","TRACKED",".bandit","1","594","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","31","80","18","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .bandit or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.bandit'; git ls-files -- '.bandit/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.bandit' + LASTEXITCODE; Test-Path -LiteralPath '.\.bandit'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.cpanel.yml","File","True","False","TRACKED",".cpanel.yml","1","147","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .cpanel.yml or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.cpanel.yml'; git ls-files -- '.cpanel.yml/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.cpanel.yml' + LASTEXITCODE; Test-Path -LiteralPath '.\.cpanel.yml'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.dockerignore","File","True","False","TRACKED",".dockerignore","1","1553","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","4","18","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .dockerignore or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.dockerignore'; git ls-files -- '.dockerignore/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.dockerignore' + LASTEXITCODE; Test-Path -LiteralPath '.\.dockerignore'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.env","File","False","True","IGNORED",".env","1","649","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","75","75","411","66","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .env or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.env'; git ls-files -- '.env/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.env' + LASTEXITCODE; Test-Path -LiteralPath '.\.env'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.env.example","File","True","False","TRACKED",".env.example","1","2980","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","0","43","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .env.example or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.env.example'; git ls-files -- '.env.example/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.env.example' + LASTEXITCODE; Test-Path -LiteralPath '.\.env.example'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.eslintrc.json","File","True","False","TRACKED",".eslintrc.json","1","850","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","0","2","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .eslintrc.json or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.eslintrc.json'; git ls-files -- '.eslintrc.json/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.eslintrc.json' + LASTEXITCODE; Test-Path -LiteralPath '.\.eslintrc.json'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.gitattributes","File","True","False","TRACKED",".gitattributes","1","1745","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","1","9","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .gitattributes or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.gitattributes'; git ls-files -- '.gitattributes/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.gitattributes' + LASTEXITCODE; Test-Path -LiteralPath '.\.gitattributes'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.gitignore","File","True","False","TRACKED",".gitignore","1","5843","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","2","9","64","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Core project identity and configuration (per RESPONSIBILITY_RECOVERY_AUDIT)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .gitignore or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core root file, referenced in active docs and structure | Commands: git ls-files --error-unmatch -- '.gitignore'; git ls-files -- '.gitignore/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.gitignore' + LASTEXITCODE; Test-Path -LiteralPath '.\.gitignore'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.gitignore.team-vault","File","True","False","TRACKED",".gitignore.team-vault","1","8589","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","0","3","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Core project identity and configuration (per RESPONSIBILITY_RECOVERY_AUDIT)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .gitignore.team-vault or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core root file, referenced in active docs and structure | Commands: git ls-files --error-unmatch -- '.gitignore.team-vault'; git ls-files -- '.gitignore.team-vault/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.gitignore.team-vault' + LASTEXITCODE; Test-Path -LiteralPath '.\.gitignore.team-vault'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.gitmodules","File","True","False","TRACKED",".gitmodules","1","212","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","1","4","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .gitmodules or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.gitmodules'; git ls-files -- '.gitmodules/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.gitmodules' + LASTEXITCODE; Test-Path -LiteralPath '.\.gitmodules'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.pre-commit-config.yaml","File","True","False","TRACKED",".pre-commit-config.yaml","1","888","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","2","19","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .pre-commit-config.yaml or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.pre-commit-config.yaml'; git ls-files -- '.pre-commit-config.yaml/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.pre-commit-config.yaml' + LASTEXITCODE; Test-Path -LiteralPath '.\.pre-commit-config.yaml'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\.python-version","File","True","False","TRACKED",".python-version","1","9","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","29","45","28","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .python-version or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.python-version'; git ls-files -- '.python-version/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.python-version' + LASTEXITCODE; Test-Path -LiteralPath '.\.python-version'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
