"Path","IsFileOrDirectory","GitTracked","GitIgnored","FileCount","SizeBytes","ContainsGitMetadata","ContainsManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ImportReferences","CIReferences","DocReferences","TestReferences","LastCommitTouch","Classification","Responsibility","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationCommand","OwnerApprovalRequired"
"T:\Project-AI-main\project_ai","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- project_ai or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\Project_ai_index","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- Project_ai_index or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\Project-Ai","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- Project-Ai or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\recovery","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- recovery or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\relationships","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- relationships or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\scripts","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- scripts or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\security","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- security or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\source-docs","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","ACTIVE_DOC","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- source-docs or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\SOVEREIGN-WAR-ROOM","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","SIDE_SYSTEM","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- SOVEREIGN-WAR-ROOM or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\src","Directory","True","True","981","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- src or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\tarl","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- tarl or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\tarl_os","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- tarl_os or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\templates","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- templates or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\temporal","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- temporal or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\test-artifacts","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","True","0","0","0","0","See git log","GENERATED_OR_RUNTIME","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- test-artifacts or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\test-data","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- test-data or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\tests","Directory","True","True","317","N/A (large)","False","False","True","False","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- tests or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\thirsty_lang","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- thirsty_lang or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\tools","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- tools or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\unity","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- unity or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\usb_installer","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- usb_installer or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\utils","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- utils or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\validation","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- validation or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\venv","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- venv or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\web","Directory","True","True","153","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- web or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\whitepaper","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- whitepaper or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\wiki","Directory","True","True","191","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","ACTIVE_DOC","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- wiki or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\writer-reviewer-workflow","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- writer-reviewer-workflow or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.bandit","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .bandit or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.cpanel.yml","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .cpanel.yml or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.dockerignore","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .dockerignore or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.env","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .env or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.env.example","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .env.example or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.eslintrc.json","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .eslintrc.json or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.gitattributes","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .gitattributes or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.gitignore","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- .gitignore or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.gitignore.team-vault","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- .gitignore.team-vault or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.gitmodules","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .gitmodules or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.pre-commit-config.yaml","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .pre-commit-config.yaml or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\.python-version","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- .python-version or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\AGENT_CREATION_SUMMARY.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- AGENT_CREATION_SUMMARY.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\AGENTS.md","File","True","True","1","0","False","False","False","True","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- AGENTS.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\API_QUICK_REFERENCE.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- API_QUICK_REFERENCE.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\app-config.json","File","True","True","1","0","False","False","False","True","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- app-config.json or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\ARCHITECT_MANIFEST.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- ARCHITECT_MANIFEST.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\audit.log","File","True","True","1","0","False","False","False","False","False","True","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- audit.log or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\bootstrap.py","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- bootstrap.py or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build-wrapper.ps1","File","True","True","1","0","False","False","False","True","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build-wrapper.ps1 or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build-wrapper.sh","File","True","True","1","0","False","False","False","True","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build-wrapper.sh or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build.gradle","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build.gradle or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build.gradle.kts","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build.gradle.kts or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build.gradle.legacy","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build.gradle.legacy or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\build.tarl","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- build.tarl or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\CHANGELOG.md","File","True","True","1","0","False","False","False","False","False","True","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- CHANGELOG.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\CITATIONS.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- CITATIONS.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\CODE_OF_CONDUCT.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- CODE_OF_CONDUCT.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\CODEOWNERS","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- CODEOWNERS or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\CONTRIBUTING.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- CONTRIBUTING.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\DEVELOPER_QUICK_REFERENCE.md","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- DEVELOPER_QUICK_REFERENCE.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\docker-compose.override.yml","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- docker-compose.override.yml or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\docker-compose.yml","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- docker-compose.yml or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\Dockerfile","Directory","True","True","0","N/A (large)","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- Dockerfile or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\DOCUMENTATION_COMPILER_AGENT_README.md","File","True","True","1","0","False","False","False","True","False","False","False","0","0","0","0","See git log","ACTIVE_ROOT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","False","NONE","N/A","High","Low per BOUNDARY_AUDIT","git checkout -- DOCUMENTATION_COMPILER_AGENT_README.md or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\example_production_audit.py","File","True","True","1","0","False","False","False","False","False","True","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- example_production_audit.py or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\export_baseline.py","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- export_baseline.py or from hash manifest","git status; ap validate; python canonical/replay.py","True"
"T:\Project-AI-main\extract_with_permissions.py","File","True","True","1","0","False","False","False","False","False","False","False","0","0","0","0","See git log","CACHE_OR_ENVIRONMENT","See prior RESPONSIBILITY_RECOVERY_AUDIT.md for details","True","COPY_VERIFY_THEN_REMOVE","T:\Project-AI-consolidation-logs\","Low if verified","Low per BOUNDARY_AUDIT","git checkout -- extract_with_permissions.py or from hash manifest","git status; ap validate; python canonical/replay.py","True"
