"Path","IsFileOrDirectory","GitTracked","GitIgnored","GitStatus","TopLevelItem","FileCount","SizeBytes","ContainsGitMetadata","ContainsPackageManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ContainsCacheArtifacts","ContainsArchiveMaterial","ContainsDocs","ContainsSource","ContainsCIOrWorkflow","ContainsAgentInstructions","ContainsGovernanceMaterial","ImportReferencesCount","TestReferencesCount","CIReferencesCount","DocReferencesCount","ConfigReferencesCount","EvidenceCommandsUsed","Classification","ResponsibilityArea","LifecycleStatus","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationRequired","OwnerApprovalRequired","Confidence","Reason"
"T:\Project-AI-main\docs","Directory","True","True","tracked","docs","924","N/A (large dir, git ls-files count used)","False","False","False","True","False","True","True","False","True","True","True","True","True","True","3","16","65","705","33","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_DOC","Active documentation","DOCUMENTATION","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- docs or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","MEDIUM","Active docs per BOUNDARY_AUDIT and RESPONSIBILITY_RECOVERY_AUDIT"
"T:\Project-AI-main\e2e","Directory","True","True","tracked","e2e","32","N/A","False","False","False","True","False","False","True","False","False","True","True","True","True","False","3","8","6","52","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- e2e or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\emergent-microservices","Directory","True","True","tracked","emergent-microservices","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","5","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- emergent-microservices or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\engines","Directory","True","True","tracked","engines","220","N/A","False","True","True","True","False","True","False","False","False","True","True","True","True","True","22","9","2","45","5","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- engines or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\examples","Directory","True","True","tracked","examples","30","N/A","False","False","False","True","False","False","False","False","False","True","True","True","True","False","7","8","28","326","14","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- examples or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\governance","Directory","True","True","tracked","governance","59","N/A","False","False","False","True","False","True","False","False","False","True","True","False","True","True","43","82","36","483","27","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Active source / governance / agent / test infrastructure (per RESPONSIBILITY_RECOVERY_AUDIT and ACTIVE_MAP)","ACTIVE","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- governance or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core active areas per multiple prior audits; high-risk per protocol (CanMove=NO)"
"T:\Project-AI-main\gradle","Directory","True","True","tracked","gradle","3","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","6","11","9","49","7","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\gradle_evolution","Directory","True","True","tracked","gradle_evolution","1","N/A","False","False","False","False","False","False","False","False","False","False","True","False","False","False","1","10","1","9","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle_evolution or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\gradle-evolution","Directory","True","True","tracked","gradle-evolution","44","N/A","False","False","False","True","False","True","False","False","False","True","True","False","False","True","1","1","0","8","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle-evolution or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\graph-views","Directory","True","True","tracked","graph-views","1","N/A","False","False","False","True","False","False","False","False","False","True","False","False","False","False","0","0","0","4","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- graph-views or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\h323_sec_profile","Directory","True","True","tracked","h323_sec_profile","22","N/A","False","False","False","True","False","False","False","False","False","True","True","False","False","False","0","0","0","4","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- h323_sec_profile or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\hardware_schematics","Directory","True","True","tracked","hardware_schematics","22","N/A","False","False","False","True","False","False","False","False","False","True","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- hardware_schematics or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\helm","Directory","True","True","tracked","helm","6","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1","1","1","29","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- helm or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\indexes","Directory","True","True","tracked","indexes","12","N/A","False","False","False","True","False","False","False","False","False","True","False","False","True","True","0","0","1","36","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- indexes or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\integrations","Directory","True","True","tracked","integrations","52","N/A","False","False","True","True","False","False","False","False","False","True","True","False","True","False","2","11","5","116","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- integrations or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\kernel","Directory","True","True","tracked","kernel","27","N/A","False","False","False","True","False","False","False","False","False","True","True","False","False","False","30","28","9","184","4","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- kernel or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\linguist-submission","Directory","True","True","tracked","linguist-submission","12","N/A","False","False","False","True","False","False","False","False","False","True","True","False","False","False","0","0","0","4","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- linguist-submission or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\monitoring","Directory","True","True","tracked","monitoring","2","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","4","14","24","390","21","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- monitoring or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\plans","Directory","True","True","tracked","plans","1","N/A","False","False","False","False","False","False","False","False","False","True","False","False","False","False","0","0","7","37","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- plans or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\policies","Directory","True","True","tracked","policies","4","N/A","False","False","False","False","False","False","False","False","False","False","True","True","False","True","1","12","14","206","9","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- policies or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\project_ai","Directory","True","True","tracked","project_ai","30","N/A","False","False","False","True","False","False","False","False","False","True","True","False","True","True","6","12","5","68","6","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- project_ai or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
"T:\Project-AI-main\Project_ai_index","Directory","True","True","tracked","Project_ai_index","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","False","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- Project_ai_index or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk)."
